taxid	species	phylum	superkingdom
3135262	Microbacterium sp. LWO13-1.2	Actinomycetota	Bacteria
3135263	Microbacterium sp. LWO14-1.2	Actinomycetota	Bacteria
3135264	Microbacterium sp. LWS13-1.2	Actinomycetota	Bacteria
3135644	Alteromonas sp. M12	Pseudomonadota	Bacteria
3135646	Niveibacterium sp. SC-1	Pseudomonadota	Bacteria
3135773	Algibacter sp. AS12	Bacteroidota	Bacteria
3135776	Luteolibacter sp. AS25	Verrucomicrobiota	Bacteria
3136289	Thermogladius sp. KZ2Tp1	Thermoproteota	Archaea
3136295	Methanolobus sp. ZRKC5	Methanobacteriota	Archaea
3136564	Paraburkholderia sp. IMGN_8	Pseudomonadota	Bacteria
3136632	Acidovorax sp. SDU_ACID1	Pseudomonadota	Bacteria
3136634	Alcaligenes sp. SDU_A2	Pseudomonadota	Bacteria
3136676	Kocuria sp. KSNUG	Actinomycetota	Bacteria
3136677	Heyndrickxia sp. MSNUG	Bacillota	Bacteria
3137178	Chitinophaga sp. MM2321	Bacteroidota	Bacteria
3137182	Caballeronia sp. S22	Pseudomonadota	Bacteria
3137398	Vibrio sp. TBV020	Pseudomonadota	Bacteria
3137452	Pseudomonas sp. BR20	Pseudomonadota	Bacteria
3137778	Vreelandella sp.	Pseudomonadota	Bacteria
3137792	Cupriavidus sp. LA-1	Pseudomonadota	Bacteria
3137852	Tenacibaculum platacis	Bacteroidota	Bacteria
3137857	Tenacibaculum polynesiense	Bacteroidota	Bacteria
3137860	Tenacibaculum vairaonense	Bacteroidota	Bacteria
3138063	Methylobacterium sp. CB376	Pseudomonadota	Bacteria
3138065	Rhizobium sp. SU303	Pseudomonadota	Bacteria
3138066	Paracoccus sp. ME4	Pseudomonadota	Bacteria
3138069	Acinetobacter sp. D009	Pseudomonadota	Bacteria
3138070	Pseudomonas sp. ZS001	Pseudomonadota	Bacteria
3138073	Ancylobacter sp. IITR112	Pseudomonadota	Bacteria
3138177	Chryseobacterium sp. POE27	Bacteroidota	Bacteria
3138178	Leclercia sp. S52	Pseudomonadota	Bacteria
3138179	Paenarthrobacter sp. S56	Actinomycetota	Bacteria
3138181	Curtobacterium sp. L1-20	Actinomycetota	Bacteria
3138237	Salinibacterium sp. TMP30	Actinomycetota	Bacteria
3138252	Rhizobium sp. SRDI969	Pseudomonadota	Bacteria
3138253	Rhizobium sp. WSM4643	Pseudomonadota	Bacteria
3138254	Rhizobium sp. WSM1274	Pseudomonadota	Bacteria
3138255	Rhizobium sp. CB3060	Pseudomonadota	Bacteria
3138402	Legionella sp. JM-2024	Pseudomonadota	Bacteria
3138497	Sulfitobacter sp. PM12	Pseudomonadota	Bacteria
3138498	Gymnodinialimonas sp. 57CJ19	Pseudomonadota	Bacteria
3138567	Mucilaginibacter sp. PAMB04168	Bacteroidota	Bacteria
3138568	Mucilaginibacter sp. PAMB04274	Bacteroidota	Bacteria
3138787	Curtobacterium sp. L3-7	Actinomycetota	Bacteria
3139307	Methylomonas sp. HYX-M1	Pseudomonadota	Bacteria
3139309	Wolbachia endosymbiont (group A) of Cerceris ruficornis	Pseudomonadota	Bacteria
3139310	Wolbachia endosymbiont (group A) of Microdon myrmicae	Pseudomonadota	Bacteria
3139311	Wolbachia endosymbiont (group A) of Melieria omissa	Pseudomonadota	Bacteria
3139312	Wolbachia endosymbiont (group B) of Anania hortulata	Pseudomonadota	Bacteria
3139313	Wolbachia endosymbiont (group B) of Schoenobius gigantella	Pseudomonadota	Bacteria
3139314	Wolbachia endosymbiont (group A) of Schoenobius gigantella	Pseudomonadota	Bacteria
3139315	Wolbachia endosymbiont (group A) of Sturmia bella	Pseudomonadota	Bacteria
3139316	Wolbachia endosymbiont (group B) of Eupithecia inturbata	Pseudomonadota	Bacteria
3139317	Wolbachia endosymbiont (group B) of Limnophora tigrina	Pseudomonadota	Bacteria
3139318	Wolbachia endosymbiont (group A) of Limnophora tigrina	Pseudomonadota	Bacteria
3139319	Wolbachia endosymbiont (group A) of Scoparia ambigualis	Pseudomonadota	Bacteria
3139320	Wolbachia endosymbiont (group B) of Scrobipalpa ocellatella	Pseudomonadota	Bacteria
3139321	Wolbachia endosymbiont (group A) of Colletes cunicularius	Pseudomonadota	Bacteria
3139322	Wolbachia endosymbiont (group A) of Barypeithes pellucidus	Pseudomonadota	Bacteria
3139323	Spiroplasma endosymbiont of Virgichneumon dumeticola	Mycoplasmatota	Bacteria
3139324	Spiroplasma endosymbiont of Melieria omissa	Mycoplasmatota	Bacteria
3139326	Spiroplasma endosymbiont of Polydrusus formosus	Mycoplasmatota	Bacteria
3139327	Spiroplasma endosymbiont of Polydrusus pterygomalis	Mycoplasmatota	Bacteria
3139328	Spiroplasma endosymbiont of Stenodema calcarata	Mycoplasmatota	Bacteria
3139329	Spiroplasma endosymbiont of Aleiodes alternator	Mycoplasmatota	Bacteria
3139330	Candidatus Tisiphia endosymbiont of Mystacides longicornis	Pseudomonadota	Bacteria
3139332	Candidatus Tisiphia endosymbiont of Nedyus quadrimaculatus	Pseudomonadota	Bacteria
3139333	Candidatus Tisiphia endosymbiont of Psammoecus bipunctatus	Pseudomonadota	Bacteria
3139334	Candidatus Tisiphia endosymbiont of Xenochironomus xenolabis	Pseudomonadota	Bacteria
3139335	Candidatus Tisiphia endosymbiont of Temnostethus pusillus	Pseudomonadota	Bacteria
3139336	Candidatus Tisiphia endosymbiont of Neophilaenus lineatus	Pseudomonadota	Bacteria
3139337	Candidatus Tisiphia endosymbiont of Stenodema calcarata	Pseudomonadota	Bacteria
3139388	Bacillus sp. YBsi01	Bacillota	Bacteria
3139392	Chryseobacterium sp. Chry.R1	Bacteroidota	Bacteria
3139409	Oligella sp. MSHR50489EDL	Pseudomonadota	Bacteria
3139728	Bradyrhizobium sp. 27S5	Pseudomonadota	Bacteria
3139729	Bradyrhizobium sp. 26S5	Pseudomonadota	Bacteria
3140239	Bradyrhizobium sp. B039	Pseudomonadota	Bacteria
3140242	Microbulbifer sp. ARAS458-1	Pseudomonadota	Bacteria
3140244	Bradyrhizobium sp. B097	Pseudomonadota	Bacteria
3140245	Bradyrhizobium sp. B124	Pseudomonadota	Bacteria
3140246	Bradyrhizobium sp. B117	Pseudomonadota	Bacteria
3140247	Bradyrhizobium sp. B024	Pseudomonadota	Bacteria
3140250	Lysobacter sp. FW306-1B-D06B	Pseudomonadota	Bacteria
3140251	Pedobacter sp. FW305-3-2-15-E-R2A2	Bacteroidota	Bacteria
3140252	Acidovorax sp. FHTAMBA	Pseudomonadota	Bacteria
3140381	Castellaniella sp. MT123	Pseudomonadota	Bacteria
3140649	Microbacterium sp. che218	Actinomycetota	Bacteria
3140744	Neisseria sp. Ec49-e6-T10	Pseudomonadota	Bacteria
3140789	Arthrobacter sp. TMP15	Actinomycetota	Bacteria
3141184	Faecalibacterium sp. i21-0019-B1	Bacillota	Bacteria
3141185	Faecalibacterium sp. i25-0019-C1	Bacillota	Bacteria
3141322	Pantoea sp. BJ2	Pseudomonadota	Bacteria
3141459	Pantoea sp. Ep11b	Pseudomonadota	Bacteria
3141460	Leeuwenhoekiella sp. A2	Bacteroidota	Bacteria
3141461	Allohahella sp. A8	Pseudomonadota	Bacteria
3141462	Leeuwenhoekiella sp. A16	Bacteroidota	Bacteria
3141531	Erysipelothrix sp. P66	Bacillota	Bacteria
3141534	Pseudoalteromonas sp. M58	Pseudomonadota	Bacteria
3141535	Marinobacter sp. M5B	Pseudomonadota	Bacteria
3141537	Rhodoferax sp. GW822-FHT02A01	Pseudomonadota	Bacteria
3141539	Pseudomonas sp. F3-2	Pseudomonadota	Bacteria
3141540	Pantoea sp. MBD-2R	Pseudomonadota	Bacteria
3141541	Pantoea sp. BRR-3P	Pseudomonadota	Bacteria
3141542	Mucilaginibacter sp. CSA2-8R	Bacteroidota	Bacteria
3141543	Erwinia sp. HDF1-3R	Pseudomonadota	Bacteria
3141544	Paraburkholderia sp. PREW-6R	Pseudomonadota	Bacteria
3141581	Achromobacter sp. E1	Pseudomonadota	Bacteria
3141785	Candidatus Nitrosocosmicus sp. T	Nitrososphaerota	Archaea
3141786	Candidatus Nitrosocosmicus sp. R	Nitrososphaerota	Archaea
3142261	Micrococcus sp. 2A	Actinomycetota	Bacteria
3142262	Thauera sp. JM12B12	Pseudomonadota	Bacteria
3142634	Streptomyces sp. BRB040	Actinomycetota	Bacteria
3142648	Staphylococcus sp. Mo2-1	Bacillota	Bacteria
3142847	Pseudoalteromonas sp. NCIMB 1079	Pseudomonadota	Bacteria
3142974	Achromobacter sp. EB05	Pseudomonadota	Bacteria
3142976	Microbacterium sp. AZCO	Actinomycetota	Bacteria
3142977	Brucella sp. BE17	Pseudomonadota	Bacteria
3143118	Flavobacterium sp. CFS9	Bacteroidota	Bacteria
3143537	Leifsonia sp. McL0608	Actinomycetota	Bacteria
3143929	Lysinibacillus sp. BS3	Bacillota	Bacteria
3143936	Leifsonia sp. NPDC080035	Actinomycetota	Bacteria
3144102	Streptomyces sp. ZYX-F-203	Actinomycetota	Bacteria
3144103	Plantactinospora sp. ZYX-F-223	Actinomycetota	Bacteria
3144407	Pseudomonas sp. W17	Pseudomonadota	Bacteria
3144666	Pseudomonas sp. 9.2(2024)	Pseudomonadota	Bacteria
3144667	Pseudomonas sp. 10(2024)	Pseudomonadota	Bacteria
3144669	Arthrobacter sp. NyZ413	Actinomycetota	Bacteria
3144696	Fusobacterium sp. THCT1E1	Fusobacteriota	Bacteria
3144697	Fusobacterium sp. THCT13E1	Fusobacteriota	Bacteria
3144843	Blastococcus sp. HT6-30	Actinomycetota	Bacteria
3144951	Synechocystis sp. LKSZ1	Cyanobacteriota	Bacteria
3144975	Desulfoscipio sp. L	Bacillota	Bacteria
3145017	Mycobacterium sp. DL	Actinomycetota	Bacteria
3145235	Microbulbifer sp. SAOS-129_SWC	Pseudomonadota	Bacteria
3149040	Microbacterium sp. SY138	Actinomycetota	Bacteria
3149044	Thioclava sp. 'Guangxiensis'	Pseudomonadota	Bacteria
3149046	Moraxella sp. K02	Pseudomonadota	Bacteria
3149047	Moraxella sp. K23	Pseudomonadota	Bacteria
3149048	Marinomonas sp. THO17	Pseudomonadota	Bacteria
3149228	Pedococcus sp. KACC 23699	Actinomycetota	Bacteria
3149229	Alsobacter sp. KACC 23698	Pseudomonadota	Bacteria
3149230	Pedobacter sp. KACC 23697	Bacteroidota	Bacteria
3149231	Robbsia sp. KACC 23696	Pseudomonadota	Bacteria
3151124	Providencia sp. TYF-12	Pseudomonadota	Bacteria
3151385	Paenibacillus sp. AN1007	Bacillota	Bacteria
3151598	Achromobacter sp. HNDS-1	Pseudomonadota	Bacteria
3151599	Enterobacter sp. HNDS-6	Pseudomonadota	Bacteria
3151764	Flavobacterium sp. WV_118_3	Bacteroidota	Bacteria
3151850	Lacrimispora sp. BS-2	Bacillota	Bacteria
3152302	Enterobacter cloacae complex sp. Mu1197	Pseudomonadota	Bacteria
3152361	Phosphitispora sp. TUW77	Bacillota	Bacteria
3152363	Herbiconiux sp. A18JL235	Actinomycetota	Bacteria
3153301	Methylomonas sp. AM2-LC	Pseudomonadota	Bacteria
3153756	Bacillus sp. BS1807G30	Bacillota	Bacteria
3153805	Delftia sp. DS1230	Pseudomonadota	Bacteria
3155932	Asaia sp. BMEF1	Pseudomonadota	Bacteria
3156079	Psychrobacter sp. KFRI-CH2-11	Pseudomonadota	Bacteria
3156396	Micromonospora sp. HUAS YX12	Actinomycetota	Bacteria
3156399	Agromyces sp. G08B096	Actinomycetota	Bacteria
3156489	Acinetobacter sp. A1-4-2	Pseudomonadota	Bacteria
3157334	Streptococcus sp. KHUD_011	Bacillota	Bacteria
3157337	Pseudogulbenkiania sp. AW2-16	Pseudomonadota	Bacteria
3157339	Streptococcus sp. KHUD_010	Bacillota	Bacteria
3157618	Alteromonas sp. D210916BOD_24	Pseudomonadota	Bacteria
3157631	Microbacterium sp. MM2322	Actinomycetota	Bacteria
3157666	Asticcacaulis sp. MM231	Pseudomonadota	Bacteria
3157859	Acetobacter sp. A11-2	Pseudomonadota	Bacteria
3158143	Plantibacter sp. RU18	Actinomycetota	Bacteria
3158171	Marinobacter sp. RI1	Pseudomonadota	Bacteria
3158229	Campylobacter sp. CCS1377	Campylobacterota	Bacteria
3158264	Nakamurella sp. A5-74	Actinomycetota	Bacteria
3158364	Variovorax sp. 375MFSha3.1	Pseudomonadota	Bacteria
3158365	Variovorax sp. 350MFTsu5.1	Pseudomonadota	Bacteria
3158366	Variovorax sp. 278MFTsu5.1	Pseudomonadota	Bacteria
3158367	Variovorax sp. 160MFSha2.1	Pseudomonadota	Bacteria
3158548	Marinobacter sp. MMG032	Pseudomonadota	Bacteria
3158549	Flagellimonas sp. MMG031	Bacteroidota	Bacteria
3158571	Wolbachia endosymbiont of Armadillidium arcangelii	Pseudomonadota	Bacteria
3158573	Candidatus Nanosynbacter sp. TM7-074	Minisyncoccota	Bacteria
3158582	Rhodanobacter sp. IGA1.0	Pseudomonadota	Bacteria
3158795	Neobacillus sp. B24	Bacillota	Bacteria
3158966	Rhizobium sp. ZPR4	Pseudomonadota	Bacteria
3158967	Rhizobium sp. ZPR3	Pseudomonadota	Bacteria
3158972	Streptomyces sp. SX92	Actinomycetota	Bacteria
3159496	Azospirillum sp. HJ39	Pseudomonadota	Bacteria
3160606	Azospirillum sp. A29	Pseudomonadota	Bacteria
3160607	Azospirillum sp. A26	Pseudomonadota	Bacteria
3160608	Azospirillum sp. A23	Pseudomonadota	Bacteria
3160749	Microbacterium sp. A8/3-1	Actinomycetota	Bacteria
3160830	Aquimarina sp. LLG6339-5	Bacteroidota	Bacteria
3160831	Dokdonia sp. LLG6352-1	Bacteroidota	Bacteria
3160832	Christiangramia sp. LLG6405-1	Bacteroidota	Bacteria
3160833	Leeuwenhoekiella sp. LLG6367-2.1	Bacteroidota	Bacteria
3160834	Maribacter sp. LLG6340-A2	Bacteroidota	Bacteria
3160863	Sporolactobacillus sp. Y61	Bacillota	Bacteria
3160966	Kribbella sp. HUAS MG21	Actinomycetota	Bacteria
3160989	Cupriavidus sp. DF5525	Pseudomonadota	Bacteria
3161071	Klebsiella sp. WOUb02	Pseudomonadota	Bacteria
3161136	Pseudomonas sp. WOUb67	Pseudomonadota	Bacteria
3161567	Xanthomonas sp. WHRI 6108	Pseudomonadota	Bacteria
3161568	Xanthomonas sp. WHRI 7064	Pseudomonadota	Bacteria
3161569	Xanthomonas sp. WHRI 7065	Pseudomonadota	Bacteria
3162492	Paenarthrobacter sp. AMU7	Actinomycetota	Bacteria
3162559	Curtobacterium sp. WHRI 8282	Actinomycetota	Bacteria
3162562	Leifsonia sp. WHRI 6310E	Actinomycetota	Bacteria
3162563	Microbacterium sp. WHRI 7836	Actinomycetota	Bacteria
3162566	Pseudarthrobacter sp. WHRI 8279	Actinomycetota	Bacteria
3162567	Pseudomonas sp. WHRI 8519	Pseudomonadota	Bacteria
3162571	Stenotrophomonas sp. WHRI 8082	Pseudomonadota	Bacteria
3162939	Arthrobacter sp. DualSoilB13	Actinomycetota	Bacteria
3163026	Paenibacillus sp. SI8	Bacillota	Bacteria
3163031	Cellulosimicrobium sp. ES-005	Actinomycetota	Bacteria
3166643	Dehalogenimonas sp. 4OHTPN	Chloroflexota	Bacteria
3166644	Mesorhizobium sp. ANAO-SY3R2	Pseudomonadota	Bacteria
3166645	Hydrogenophaga sp. ANAO-22	Pseudomonadota	Bacteria
3166650	Halobacterium sp. NMX12-1	Methanobacteriota	Archaea
3228746	Pseudomonas sp. PSE1(2024)	Pseudomonadota	Bacteria
3228748	Paucibacter sp. JuS9	Pseudomonadota	Bacteria
3228751	Sphingomonas sp. VDB2	Pseudomonadota	Bacteria
3228851	Mesorhizobium sp. WSM2240	Pseudomonadota	Bacteria
3228852	Mesorhizobium sp. WSM2239	Pseudomonadota	Bacteria
3228929	Sodalis sp. C49	Pseudomonadota	Bacteria
3229224	Salmonella sp. SJTUF15614	Pseudomonadota	Bacteria
3229275	Sulfitobacter sp. TCYB15	Pseudomonadota	Bacteria
3229851	Streptococcus sp. KHUD_012	Bacillota	Bacteria
3229897	Komagataeibacter piraceti	Pseudomonadota	Bacteria
3229898	Novacetimonas labruscae	Pseudomonadota	Bacteria
3230301	Pseudomonas sp. HOU2	Pseudomonadota	Bacteria
3230398	Arthrobacter sp. NtRootF04	Actinomycetota	Bacteria
3230487	Luteolibacter sp. Populi	Verrucomicrobiota	Bacteria
3230488	Chitinivorax sp. PXF-14	Pseudomonadota	Bacteria
3230490	Pseudomonas sp. HT11	Pseudomonadota	Bacteria
3230967	Aquiluna sp. Uisw_065	Actinomycetota	Bacteria
3230968	Patiriisocius sp. Uisw_017	Bacteroidota	Bacteria
3230969	Patiriisocius sp. Uisw_047	Bacteroidota	Bacteria
3230970	Candidatus Marifrigoribacter sp. Uisw_064	Bacteroidota	Bacteria
3230971	Candidatus Njordibacter sp. Uisw_002	Pseudomonadota	Bacteria
3230972	Candidatus Njordibacter sp. Uisw_039	Pseudomonadota	Bacteria
3230973	Candidatus Njordibacter sp. Uisw_056	Pseudomonadota	Bacteria
3230974	Candidatus Njordibacter sp. Uisw_058	Pseudomonadota	Bacteria
3230977	Halioglobus sp. Uisw_031	Pseudomonadota	Bacteria
3230978	Porticoccus sp. Uisw_050_02	Pseudomonadota	Bacteria
3230979	Candidatus Pelagibacter sp. Uisw_092	Pseudomonadota	Bacteria
3230980	Candidatus Pelagibacter sp. Uisw_094	Pseudomonadota	Bacteria
3230981	Candidatus Pelagibacter sp. Uisw_099_02	Pseudomonadota	Bacteria
3230982	Candidatus Pelagibacter sp. Uisw_101	Pseudomonadota	Bacteria
3230983	Candidatus Pelagibacter sp. Uisw_104	Pseudomonadota	Bacteria
3230984	Candidatus Pelagibacter sp. Uisw_106	Pseudomonadota	Bacteria
3230986	Candidatus Pelagibacter sp. Uisw_116	Pseudomonadota	Bacteria
3230987	Candidatus Pelagibacter sp. Uisw_121	Pseudomonadota	Bacteria
3230988	Candidatus Pelagibacter sp. Uisw_127	Pseudomonadota	Bacteria
3230989	Candidatus Pelagibacter sp. Uisw_130	Pseudomonadota	Bacteria
3230990	Candidatus Pelagibacter sp. Uisw_134_02	Pseudomonadota	Bacteria
3230991	Candidatus Pelagibacter sp. Uisw_136	Pseudomonadota	Bacteria
3230992	Candidatus Pelagibacter sp. Uisw_137	Pseudomonadota	Bacteria
3230993	Candidatus Pelagibacter sp. Uisw_090	Pseudomonadota	Bacteria
3230994	Candidatus Pelagibacter sp. Uisw_113	Pseudomonadota	Bacteria
3230995	Candidatus Pseudothioglobus sp. Uisw_016	Pseudomonadota	Bacteria
3230996	Candidatus Pseudothioglobus sp. Uisw_041	Pseudomonadota	Bacteria
3230997	Candidatus Pseudothioglobus sp. Uisw_050_01	Pseudomonadota	Bacteria
3230998	Candidatus Pseudothioglobus sp. Uisw_086	Pseudomonadota	Bacteria
3230999	Candidatus Levibacter sp. Uisw_134_01	Pseudomonadota	Bacteria
3231000	Candidatus Ponderosibacter sp. Uisw_141_02	Pseudomonadota	Bacteria
3231032	Psychromonas sp. MME1	Pseudomonadota	Bacteria
3231173	Streptomyces sp. C1-1	Actinomycetota	Bacteria
3231270	Streptomyces sp. Je 1-332	Actinomycetota	Bacteria
3231275	Pseudomonas sp. DS3PS4	Pseudomonadota	Bacteria
3231487	Comamonas sp. GB3 AK4-5	Pseudomonadota	Bacteria
3231488	Ornithinibacillus sp. 4-3	Bacillota	Bacteria
3231511	Chryseobacterium sp. KCF3-3	Bacteroidota	Bacteria
3231512	Streptomyces sp. CMC78	Actinomycetota	Bacteria
3231513	Kitasatospora sp. CMC57	Actinomycetota	Bacteria
3231525	Corallococcus interemptor	Myxococcota	Bacteria
3231526	Pseudomonas sp. X4	Pseudomonadota	Bacteria
3231538	Paenibacillus sp. XP01	Bacillota	Bacteria
3231719	Pseudoalteromonas sp. SD03	Pseudomonadota	Bacteria
3231720	Acinetobacter sp. FL	Pseudomonadota	Bacteria
3231757	Ralstonia sp. CP	Pseudomonadota	Bacteria
3231903	Methylococcus sp. ANG	Pseudomonadota	Bacteria
3231906	Streptococcus sp. ZY19097	Bacillota	Bacteria
3231911	Lewinella sp. LCG006	Bacteroidota	Bacteria
3231942	Streptomyces sp. 1268	Actinomycetota	Bacteria
3232307	Vibrio sp. HB236076	Pseudomonadota	Bacteria
3233339	Klebsiella sp. Shm-1	Pseudomonadota	Bacteria
3233341	Pelagovum sp. HNIBRBA483	Pseudomonadota	Bacteria
3233343	Aestuariibius sp. HNIBRBA575	Pseudomonadota	Bacteria
3233380	Ruminococcus sp. JE7B6	Bacillota	Bacteria
3233381	Ruminococcus sp. JL13D9	Bacillota	Bacteria
3233414	Pseudomonas sp. H1_A03	Pseudomonadota	Bacteria
3233415	Pseudomonas sp. H1_A05	Pseudomonadota	Bacteria
3233416	Pseudomonas sp. H1_B04	Pseudomonadota	Bacteria
3233417	Pseudomonas sp. H1_D04	Pseudomonadota	Bacteria
3233418	Pseudomonas sp. H1_D05	Pseudomonadota	Bacteria
3233419	Pseudomonas sp. H1_D09	Pseudomonadota	Bacteria
3233420	Pseudomonas sp. H1_F01	Pseudomonadota	Bacteria
3233421	Pseudomonas sp. H1_G08	Pseudomonadota	Bacteria
3233422	Pseudomonas sp. H2_A10	Pseudomonadota	Bacteria
3233423	Pseudomonas sp. H2_A12	Pseudomonadota	Bacteria
3233425	Pseudomonas sp. H2_C01	Pseudomonadota	Bacteria
3233426	Pseudomonas sp. H2_C02	Pseudomonadota	Bacteria
3233427	Pseudomonas sp. H2_D02	Pseudomonadota	Bacteria
3233428	Pseudomonas sp. H2_D07	Pseudomonadota	Bacteria
3233429	Pseudomonas sp. H2_D10	Pseudomonadota	Bacteria
3233430	Pseudomonas sp. H2_E02	Pseudomonadota	Bacteria
3233431	Pseudomonas sp. H2_E05	Pseudomonadota	Bacteria
3233432	Pseudomonas sp. H2_G03	Pseudomonadota	Bacteria
3233433	Pseudomonas sp. H2_G10	Pseudomonadota	Bacteria
3233434	Pseudomonas sp. H2_H03	Pseudomonadota	Bacteria
3233435	Pseudomonas sp. H2_H09	Pseudomonadota	Bacteria
3233436	Pseudomonas sp. H3_A02	Pseudomonadota	Bacteria
3233437	Pseudomonas sp. H3_A05	Pseudomonadota	Bacteria
3233438	Pseudomonas sp. H3_B03	Pseudomonadota	Bacteria
3233439	Pseudomonas sp. H3_B11	Pseudomonadota	Bacteria
3233440	Pseudomonas sp. H3_C08	Pseudomonadota	Bacteria
3233441	Pseudomonas sp. H3_D01	Pseudomonadota	Bacteria
3233442	Pseudomonas sp. H3_D04	Pseudomonadota	Bacteria
3233444	Pseudomonas sp. H3_D12	Pseudomonadota	Bacteria
3233445	Pseudomonas sp. H3_E03	Pseudomonadota	Bacteria
3233446	Pseudomonas sp. H3_E04	Pseudomonadota	Bacteria
3233447	Pseudomonas sp. H3_E06	Pseudomonadota	Bacteria
3233448	Pseudomonas sp. H3_E07	Pseudomonadota	Bacteria
3233449	Pseudomonas sp. H3_F05	Pseudomonadota	Bacteria
3233450	Pseudomonas sp. H3_G03	Pseudomonadota	Bacteria
3233451	Pseudomonas sp. H3_G09	Pseudomonadota	Bacteria
3233453	Pseudomonas sp. H3_H05	Pseudomonadota	Bacteria
3233454	Pseudomonas sp. H3_H08	Pseudomonadota	Bacteria
3233455	Pseudomonas sp. H3_H09	Pseudomonadota	Bacteria
3233456	Pseudomonas sp. S1_A02	Pseudomonadota	Bacteria
3233458	Pseudomonas sp. S1_A06	Pseudomonadota	Bacteria
3233460	Pseudomonas sp. S1_E04	Pseudomonadota	Bacteria
3233461	Pseudomonas sp. S1_F04	Pseudomonadota	Bacteria
3233463	Pseudomonas sp. S1_F08	Pseudomonadota	Bacteria
3233465	Pseudomonas sp. S1_G07	Pseudomonadota	Bacteria
3233466	Pseudomonas sp. S1_H07	Pseudomonadota	Bacteria
3233467	Pseudomonas sp. S2_A02	Pseudomonadota	Bacteria
3233468	Pseudomonas sp. S2_A05	Pseudomonadota	Bacteria
3233470	Pseudomonas sp. S2_A10	Pseudomonadota	Bacteria
3233472	Pseudomonas sp. S2_B03	Pseudomonadota	Bacteria
3233474	Pseudomonas sp. S2_B07	Pseudomonadota	Bacteria
3233475	Pseudomonas sp. S2_B10	Pseudomonadota	Bacteria
3233476	Pseudomonas sp. S2_B12	Pseudomonadota	Bacteria
3233477	Pseudomonas sp. S2_C03	Pseudomonadota	Bacteria
3233478	Pseudomonas sp. S2_C11	Pseudomonadota	Bacteria
3233479	Pseudomonas sp. S2_D06	Pseudomonadota	Bacteria
3233480	Pseudomonas sp. S2_D10	Pseudomonadota	Bacteria
3233481	Pseudomonas sp. S2_E01	Pseudomonadota	Bacteria
3233482	Pseudomonas sp. S2_E02	Pseudomonadota	Bacteria
3233484	Pseudomonas sp. S2_F03	Pseudomonadota	Bacteria
3233485	Pseudomonas sp. S2_F07	Pseudomonadota	Bacteria
3233486	Pseudomonas sp. S2_G10	Pseudomonadota	Bacteria
3233487	Pseudomonas sp. S2_H01	Pseudomonadota	Bacteria
3233488	Pseudomonas sp. S2_H08	Pseudomonadota	Bacteria
3233489	Pseudomonas sp. S2_H10	Pseudomonadota	Bacteria
3233490	Pseudomonas sp. S3_A03	Pseudomonadota	Bacteria
3233491	Pseudomonas sp. S3_A09	Pseudomonadota	Bacteria
3233492	Pseudomonas sp. S3_B05	Pseudomonadota	Bacteria
3233493	Pseudomonas sp. S3_B08	Pseudomonadota	Bacteria
3233494	Pseudomonas sp. S3_B11	Pseudomonadota	Bacteria
3233495	Pseudomonas sp. S3_C01	Pseudomonadota	Bacteria
3233496	Pseudomonas sp. S3_C06	Pseudomonadota	Bacteria
3233499	Pseudomonas sp. S3_E04	Pseudomonadota	Bacteria
3233500	Pseudomonas sp. S3_E10	Pseudomonadota	Bacteria
3233501	Pseudomonas sp. S3_E11	Pseudomonadota	Bacteria
3233503	Pseudomonas sp. S3_F07	Pseudomonadota	Bacteria
3233505	Pseudomonas sp. S3_G06	Pseudomonadota	Bacteria
3233507	Pseudomonas sp. S3_H04	Pseudomonadota	Bacteria
3233508	Pseudomonas sp. S3_H06	Pseudomonadota	Bacteria
3233509	Pseudomonas sp. S3_H09	Pseudomonadota	Bacteria
3233574	Agaribacterium sp. ZY112	Pseudomonadota	Bacteria
3234025	Chromobacterium sp. HL1	Pseudomonadota	Bacteria
3234028	Sphingobacterium sp. WOUb80	Bacteroidota	Bacteria
3234137	Flavobacterium sp. WC2430	Bacteroidota	Bacteria
3234138	Flavobacterium sp. WC2421	Bacteroidota	Bacteria
3234139	Flavobacterium sp. WC2409	Bacteroidota	Bacteria
3234140	Flavobacterium sp. WC2429	Bacteroidota	Bacteria
3234141	Flavobacterium sp. WC2416	Bacteroidota	Bacteria
3234142	Pedobacter sp. WC2423	Bacteroidota	Bacteria
3234143	Pseudomonas sp. WC2401	Pseudomonadota	Bacteria
3234144	Rhodoferax sp. WC2427	Pseudomonadota	Bacteria
3234145	Rouxiella sp. WC2420	Pseudomonadota	Bacteria
3234198	Nitratireductor sp. GISD-1A_MAKvit	Pseudomonadota	Bacteria
3234199	Sphingomonas sp. MMS12-HWE2-04	Pseudomonadota	Bacteria
3234200	Microbacterium sp. HA-8	Actinomycetota	Bacteria
3234853	Brevibacillus sp. TJ4	Bacillota	Bacteria
3234954	Vibrio sp. NTOU-M3	Pseudomonadota	Bacteria
3235037	Dehalobacter sp. TBBPA1	Bacillota	Bacteria
3235088	Aggregatibacter sp. HMT-949	Pseudomonadota	Bacteria
3235105	Pseudomonas sp. A0308	Pseudomonadota	Bacteria
3235106	Pseudomonas sp. A1230	Pseudomonadota	Bacteria
3235107	Pseudomonas sp. A1437	Pseudomonadota	Bacteria
